Alice_and_Martin_3.jpg,0,0,300,6,subject
Alice_and_Martin_3.jpg,0,6,300,12,relation
Alice_and_Martin_3.jpg,0,12,300,66,object
Atsimo-Atsinanana_4.jpg,0,6,300,12,subject
Atsimo-Atsinanana_4.jpg,0,12,300,24,relation
Atsimo-Atsinanana_4.jpg,0,30,300,54,object
Ashton_Nyte_1.jpg,0,6,300,12,subject
Ashton_Nyte_1.jpg,0,12,300,18,relation
Ashton_Nyte_1.jpg,0,30,300,36,object
Arie_Alter_1.jpg,0,0,300,12,subject
Arie_Alter_1.jpg,0,12,300,36,relation
Arie_Alter_1.jpg,0,48,300,60,object
Anthony_Basso_1.jpg,0,6,300,12,subject
Anthony_Basso_1.jpg,0,36,300,42,relation
Anthony_Basso_1.jpg,0,48,300,54,object
Ashley_Judd_5.jpg,0,24,300,30,subject
Ashley_Judd_5.jpg,0,138,300,144,relation
Ashley_Judd_5.jpg,0,168,300,174,object
Álvaro_Rudolphy_14.jpg,0,72,300,84,subject
Álvaro_Rudolphy_14.jpg,0,48,300,60,relation
Álvaro_Rudolphy_14.jpg,0,90,300,96,object
Another_Way_to_Die_4.jpg,0,0,300,6,subject
Another_Way_to_Die_4.jpg,0,6,300,24,relation
Another_Way_to_Die_4.jpg,0,54,300,84,object
Air_Regional_1.jpg,0,0,300,12,subject
Air_Regional_1.jpg,0,12,300,18,relation
Air_Regional_1.jpg,0,24,300,36,object
Alih_Jey_3.jpg,0,66,300,72,subject
Alih_Jey_3.jpg,0,72,300,78,relation
Alih_Jey_3.jpg,0,78,300,96,object
Anselme_Gaëtan_Desmarest_3.jpg,0,78,300,84,subject
Anselme_Gaëtan_Desmarest_3.jpg,0,84,300,114,relation
Anselme_Gaëtan_Desmarest_3.jpg,0,72,300,78,object
Adriano_Bolzoni_1.jpg,0,0,300,12,subject
Adriano_Bolzoni_1.jpg,0,36,300,42,relation
Adriano_Bolzoni_1.jpg,0,48,300,60,object
Archiam_Centre_1.jpg,0,12,300,18,subject
Archiam_Centre_1.jpg,0,18,300,24,relation
Archiam_Centre_1.jpg,0,36,300,42,object
Armando_Samper_Gnecco_1.jpg,0,0,300,18,subject
Armando_Samper_Gnecco_1.jpg,0,54,300,60,relation
Armando_Samper_Gnecco_1.jpg,0,72,300,78,object
Aesop_2.jpg,0,66,300,78,subject
Aesop_2.jpg,0,96,300,102,relation
Aesop_2.jpg,0,102,300,150,object
Atsimo-Atsinanana_1.jpg,0,0,300,6,subject
Atsimo-Atsinanana_1.jpg,0,18,300,24,relation
Atsimo-Atsinanana_1.jpg,0,30,300,36,object
Adiantum_1.jpg,0,186,300,192,subject
